OrderID,RejectionReason
ORDER_9616,REJECTED - POSITION CHECK FAILED
ORDER_10616,REJECTED - POSITION CHECK FAILED
ORDER_1617,REJECTED - POSITION CHECK FAILED
ORDER_2617,REJECTED - POSITION CHECK FAILED
ORDER_3187,REJECTED - POSITION CHECK FAILED
ORDER_3617,REJECTED - POSITION CHECK FAILED
ORDER_4187,REJECTED - POSITION CHECK FAILED
ORDER_7187,REJECTED - POSITION CHECK FAILED
ORDER_10187,REJECTED - POSITION CHECK FAILED
ORDER_1188,REJECTED - POSITION CHECK FAILED
ORDER_2188,REJECTED - POSITION CHECK FAILED
ORDER_7618,REJECTED - POSITION CHECK FAILED
ORDER_8188,REJECTED - POSITION CHECK FAILED
ORDER_8618,REJECTED - POSITION CHECK FAILED
ORDER_10188,REJECTED - POSITION CHECK FAILED
ORDER_1189,REJECTED - POSITION CHECK FAILED
ORDER_2619,REJECTED - POSITION CHECK FAILED
ORDER_3619,REJECTED - POSITION CHECK FAILED
ORDER_6619,REJECTED - POSITION CHECK FAILED
ORDER_7619,REJECTED - POSITION CHECK FAILED
ORDER_8189,REJECTED - POSITION CHECK FAILED
ORDER_9619,REJECTED - POSITION CHECK FAILED
ORDER_10189,REJECTED - POSITION CHECK FAILED
ORDER_10619,REJECTED - POSITION CHECK FAILED
ORDER_4190,REJECTED - POSITION CHECK FAILED
ORDER_4620,REJECTED - POSITION CHECK FAILED
ORDER_6620,REJECTED - POSITION CHECK FAILED
ORDER_1621,REJECTED - POSITION CHECK FAILED
ORDER_2191,REJECTED - POSITION CHECK FAILED
ORDER_2621,REJECTED - POSITION CHECK FAILED
ORDER_3621,REJECTED - POSITION CHECK FAILED
ORDER_4191,REJECTED - POSITION CHECK FAILED
ORDER_6621,REJECTED - POSITION CHECK FAILED
ORDER_7191,REJECTED - POSITION CHECK FAILED
ORDER_8191,REJECTED - POSITION CHECK FAILED
ORDER_9191,REJECTED - POSITION CHECK FAILED
ORDER_9621,REJECTED - POSITION CHECK FAILED
ORDER_2622,REJECTED - POSITION CHECK FAILED
ORDER_3192,REJECTED - POSITION CHECK FAILED
ORDER_5192,REJECTED - POSITION CHECK FAILED
ORDER_5622,REJECTED - POSITION CHECK FAILED
ORDER_6192,REJECTED - POSITION CHECK FAILED
ORDER_7192,REJECTED - POSITION CHECK FAILED
ORDER_8192,REJECTED - POSITION CHECK FAILED
ORDER_8622,REJECTED - POSITION CHECK FAILED
ORDER_9192,REJECTED - POSITION CHECK FAILED
ORDER_9622,REJECTED - POSITION CHECK FAILED
ORDER_10192,REJECTED - POSITION CHECK FAILED
ORDER_1193,REJECTED - POSITION CHECK FAILED
ORDER_2623,REJECTED - POSITION CHECK FAILED
ORDER_3193,REJECTED - POSITION CHECK FAILED
ORDER_4623,REJECTED - POSITION CHECK FAILED
ORDER_5193,REJECTED - POSITION CHECK FAILED
ORDER_7193,REJECTED - POSITION CHECK FAILED
ORDER_9193,REJECTED - POSITION CHECK FAILED
ORDER_1194,REJECTED - POSITION CHECK FAILED
ORDER_1624,REJECTED - POSITION CHECK FAILED
ORDER_3624,REJECTED - POSITION CHECK FAILED
ORDER_4194,REJECTED - POSITION CHECK FAILED
ORDER_4624,REJECTED - POSITION CHECK FAILED
ORDER_5624,REJECTED - POSITION CHECK FAILED
ORDER_8194,REJECTED - POSITION CHECK FAILED
ORDER_9624,REJECTED - POSITION CHECK FAILED
ORDER_10194,REJECTED - POSITION CHECK FAILED
ORDER_10624,REJECTED - POSITION CHECK FAILED
ORDER_1195,REJECTED - POSITION CHECK FAILED
ORDER_1625,REJECTED - INVLALID LOT SIZE
ORDER_2195,REJECTED - POSITION CHECK FAILED
ORDER_2625,REJECTED - INVLALID LOT SIZE
ORDER_3195,REJECTED - POSITION CHECK FAILED
ORDER_3625,REJECTED - INVLALID LOT SIZE
ORDER_4195,REJECTED - POSITION CHECK FAILED
ORDER_4625,REJECTED - INVLALID LOT SIZE
ORDER_5625,REJECTED - INVLALID LOT SIZE
ORDER_6195,REJECTED - POSITION CHECK FAILED
ORDER_6625,REJECTED - INVLALID LOT SIZE
ORDER_7195,REJECTED - POSITION CHECK FAILED
ORDER_7625,REJECTED - INVLALID LOT SIZE
ORDER_8195,REJECTED - POSITION CHECK FAILED
ORDER_8625,REJECTED - INVLALID LOT SIZE
ORDER_9195,REJECTED - POSITION CHECK FAILED
ORDER_9625,REJECTED - INVLALID LOT SIZE
ORDER_10195,REJECTED - POSITION CHECK FAILED
ORDER_10625,REJECTED - INVLALID LOT SIZE
ORDER_2626,REJECTED - POSITION CHECK FAILED
ORDER_3626,REJECTED - POSITION CHECK FAILED
ORDER_4196,REJECTED - POSITION CHECK FAILED
ORDER_4626,REJECTED - POSITION CHECK FAILED
ORDER_6626,REJECTED - POSITION CHECK FAILED
ORDER_9626,REJECTED - POSITION CHECK FAILED
ORDER_10196,REJECTED - POSITION CHECK FAILED
ORDER_1197,REJECTED - POSITION CHECK FAILED
ORDER_2627,REJECTED - POSITION CHECK FAILED
ORDER_3197,REJECTED - POSITION CHECK FAILED
ORDER_3627,REJECTED - POSITION CHECK FAILED
ORDER_6197,REJECTED - POSITION CHECK FAILED
ORDER_7197,REJECTED - POSITION CHECK FAILED
ORDER_1628,REJECTED - POSITION CHECK FAILED
ORDER_2628,REJECTED - POSITION CHECK FAILED
ORDER_4198,REJECTED - POSITION CHECK FAILED
ORDER_4628,REJECTED - POSITION CHECK FAILED
ORDER_6198,REJECTED - POSITION CHECK FAILED
ORDER_6628,REJECTED - POSITION CHECK FAILED
ORDER_7198,REJECTED - POSITION CHECK FAILED
ORDER_9628,REJECTED - POSITION CHECK FAILED
ORDER_10628,REJECTED - POSITION CHECK FAILED
ORDER_1199,REJECTED - POSITION CHECK FAILED
ORDER_2199,REJECTED - POSITION CHECK FAILED
ORDER_3629,REJECTED - POSITION CHECK FAILED
ORDER_7199,REJECTED - POSITION CHECK FAILED
ORDER_7629,REJECTED - POSITION CHECK FAILED
ORDER_8199,REJECTED - POSITION CHECK FAILED
ORDER_9199,REJECTED - POSITION CHECK FAILED
ORDER_10199,REJECTED - POSITION CHECK FAILED
ORDER_1200,REJECTED - INVLALID LOT SIZE
ORDER_1630,REJECTED - POSITION CHECK FAILED
ORDER_2200,REJECTED - INVLALID LOT SIZE
ORDER_2630,REJECTED - POSITION CHECK FAILED
ORDER_3200,REJECTED - INVLALID LOT SIZE
ORDER_3630,REJECTED - POSITION CHECK FAILED
ORDER_4200,REJECTED - INVLALID LOT SIZE
ORDER_4630,REJECTED - POSITION CHECK FAILED
ORDER_5200,REJECTED - INVLALID LOT SIZE
ORDER_5630,REJECTED - POSITION CHECK FAILED
ORDER_6200,REJECTED - INVLALID LOT SIZE
ORDER_6630,REJECTED - POSITION CHECK FAILED
ORDER_7200,REJECTED - INVLALID LOT SIZE
ORDER_7630,REJECTED - POSITION CHECK FAILED
ORDER_8200,REJECTED - INVLALID LOT SIZE
ORDER_8630,REJECTED - POSITION CHECK FAILED
ORDER_9200,REJECTED - INVLALID LOT SIZE
ORDER_9630,REJECTED - POSITION CHECK FAILED
ORDER_10200,REJECTED - INVLALID LOT SIZE
ORDER_10630,REJECTED - POSITION CHECK FAILED
ORDER_1201,REJECTED - POSITION CHECK FAILED
ORDER_3201,REJECTED - POSITION CHECK FAILED
ORDER_3631,REJECTED - POSITION CHECK FAILED
ORDER_4631,REJECTED - POSITION CHECK FAILED
ORDER_6201,REJECTED - POSITION CHECK FAILED
ORDER_6631,REJECTED - POSITION CHECK FAILED
ORDER_8201,REJECTED - POSITION CHECK FAILED
ORDER_1202,REJECTED - POSITION CHECK FAILED
ORDER_2632,REJECTED - POSITION CHECK FAILED
ORDER_3632,REJECTED - POSITION CHECK FAILED
ORDER_4632,REJECTED - POSITION CHECK FAILED
ORDER_5202,REJECTED - POSITION CHECK FAILED
ORDER_5632,REJECTED - POSITION CHECK FAILED
ORDER_7202,REJECTED - POSITION CHECK FAILED
ORDER_8202,REJECTED - POSITION CHECK FAILED
ORDER_10632,REJECTED - POSITION CHECK FAILED
ORDER_1203,REJECTED - POSITION CHECK FAILED
ORDER_1633,REJECTED - POSITION CHECK FAILED
ORDER_2203,REJECTED - POSITION CHECK FAILED
ORDER_2633,REJECTED - POSITION CHECK FAILED
ORDER_4633,REJECTED - POSITION CHECK FAILED
ORDER_7203,REJECTED - POSITION CHECK FAILED
ORDER_8203,REJECTED - POSITION CHECK FAILED
ORDER_2634,REJECTED - POSITION CHECK FAILED
ORDER_4204,REJECTED - POSITION CHECK FAILED
ORDER_6204,REJECTED - POSITION CHECK FAILED
ORDER_10204,REJECTED - POSITION CHECK FAILED
ORDER_10634,REJECTED - POSITION CHECK FAILED
ORDER_2205,REJECTED - POSITION CHECK FAILED
ORDER_5205,REJECTED - POSITION CHECK FAILED
ORDER_5635,REJECTED - POSITION CHECK FAILED
ORDER_7635,REJECTED - POSITION CHECK FAILED
ORDER_8205,REJECTED - POSITION CHECK FAILED
ORDER_1206,REJECTED - POSITION CHECK FAILED
ORDER_1636,REJECTED - POSITION CHECK FAILED
ORDER_3206,REJECTED - POSITION CHECK FAILED
ORDER_4206,REJECTED - POSITION CHECK FAILED
ORDER_6636,REJECTED - POSITION CHECK FAILED
ORDER_7636,REJECTED - POSITION CHECK FAILED
ORDER_9636,REJECTED - POSITION CHECK FAILED
ORDER_1207,REJECTED - POSITION CHECK FAILED
ORDER_1637,REJECTED - POSITION CHECK FAILED
ORDER_3637,REJECTED - POSITION CHECK FAILED
ORDER_5207,REJECTED - POSITION CHECK FAILED
ORDER_6637,REJECTED - POSITION CHECK FAILED
ORDER_7207,REJECTED - POSITION CHECK FAILED
ORDER_8637,REJECTED - POSITION CHECK FAILED
ORDER_9207,REJECTED - POSITION CHECK FAILED
ORDER_9637,REJECTED - POSITION CHECK FAILED
ORDER_10207,REJECTED - POSITION CHECK FAILED
ORDER_10637,REJECTED - POSITION CHECK FAILED
ORDER_3638,REJECTED - POSITION CHECK FAILED
ORDER_4638,REJECTED - POSITION CHECK FAILED
ORDER_5208,REJECTED - POSITION CHECK FAILED
ORDER_7208,REJECTED - POSITION CHECK FAILED
ORDER_8638,REJECTED - POSITION CHECK FAILED
ORDER_9208,REJECTED - POSITION CHECK FAILED
ORDER_9638,REJECTED - POSITION CHECK FAILED
ORDER_10638,REJECTED - POSITION CHECK FAILED
ORDER_1639,REJECTED - POSITION CHECK FAILED
ORDER_3209,REJECTED - POSITION CHECK FAILED
ORDER_5639,REJECTED - POSITION CHECK FAILED
ORDER_7209,REJECTED - POSITION CHECK FAILED
ORDER_10209,REJECTED - POSITION CHECK FAILED
ORDER_1210,REJECTED - POSITION CHECK FAILED
ORDER_2210,REJECTED - POSITION CHECK FAILED
ORDER_3210,REJECTED - POSITION CHECK FAILED
ORDER_3640,REJECTED - POSITION CHECK FAILED
ORDER_4210,REJECTED - POSITION CHECK FAILED
ORDER_5210,REJECTED - POSITION CHECK FAILED
ORDER_6210,REJECTED - POSITION CHECK FAILED
ORDER_6640,REJECTED - POSITION CHECK FAILED
ORDER_7210,REJECTED - POSITION CHECK FAILED
ORDER_8210,REJECTED - POSITION CHECK FAILED
ORDER_9210,REJECTED - POSITION CHECK FAILED
ORDER_9640,REJECTED - POSITION CHECK FAILED
ORDER_10210,REJECTED - POSITION CHECK FAILED
ORDER_3211,REJECTED - POSITION CHECK FAILED
ORDER_3641,REJECTED - POSITION CHECK FAILED
ORDER_5211,REJECTED - POSITION CHECK FAILED
ORDER_6211,REJECTED - POSITION CHECK FAILED
ORDER_6641,REJECTED - POSITION CHECK FAILED
ORDER_9641,REJECTED - POSITION CHECK FAILED
ORDER_2212,REJECTED - POSITION CHECK FAILED
ORDER_3212,REJECTED - POSITION CHECK FAILED
ORDER_5212,REJECTED - POSITION CHECK FAILED
ORDER_7642,REJECTED - POSITION CHECK FAILED
ORDER_9642,REJECTED - POSITION CHECK FAILED
ORDER_2643,REJECTED - POSITION CHECK FAILED
ORDER_3643,REJECTED - POSITION CHECK FAILED
ORDER_5643,REJECTED - POSITION CHECK FAILED
ORDER_6213,REJECTED - POSITION CHECK FAILED
ORDER_7213,REJECTED - POSITION CHECK FAILED
ORDER_7643,REJECTED - POSITION CHECK FAILED
ORDER_8643,REJECTED - POSITION CHECK FAILED
ORDER_1214,REJECTED - POSITION CHECK FAILED
ORDER_1644,REJECTED - POSITION CHECK FAILED
ORDER_3644,REJECTED - POSITION CHECK FAILED
ORDER_4644,REJECTED - POSITION CHECK FAILED
ORDER_5214,REJECTED - POSITION CHECK FAILED
ORDER_5644,REJECTED - POSITION CHECK FAILED
ORDER_6644,REJECTED - POSITION CHECK FAILED
ORDER_7644,REJECTED - POSITION CHECK FAILED
ORDER_8214,REJECTED - POSITION CHECK FAILED
ORDER_9214,REJECTED - POSITION CHECK FAILED
ORDER_10644,REJECTED - POSITION CHECK FAILED
ORDER_1645,REJECTED - POSITION CHECK FAILED
ORDER_2215,REJECTED - POSITION CHECK FAILED
ORDER_2645,REJECTED - POSITION CHECK FAILED
ORDER_3645,REJECTED - POSITION CHECK FAILED
ORDER_4215,REJECTED - POSITION CHECK FAILED
ORDER_4645,REJECTED - POSITION CHECK FAILED
ORDER_5215,REJECTED - POSITION CHECK FAILED
ORDER_6645,REJECTED - POSITION CHECK FAILED
ORDER_7645,REJECTED - POSITION CHECK FAILED
ORDER_8215,REJECTED - POSITION CHECK FAILED
ORDER_8645,REJECTED - POSITION CHECK FAILED
ORDER_9645,REJECTED - POSITION CHECK FAILED
ORDER_1646,REJECTED - POSITION CHECK FAILED
ORDER_2216,REJECTED - POSITION CHECK FAILED
ORDER_2646,REJECTED - POSITION CHECK FAILED
ORDER_3646,REJECTED - POSITION CHECK FAILED
ORDER_9646,REJECTED - POSITION CHECK FAILED
ORDER_10216,REJECTED - POSITION CHECK FAILED
ORDER_1217,REJECTED - POSITION CHECK FAILED
ORDER_1647,REJECTED - POSITION CHECK FAILED
ORDER_2647,REJECTED - POSITION CHECK FAILED
ORDER_4217,REJECTED - POSITION CHECK FAILED
ORDER_4647,REJECTED - POSITION CHECK FAILED
ORDER_6647,REJECTED - POSITION CHECK FAILED
ORDER_9217,REJECTED - POSITION CHECK FAILED
ORDER_10647,REJECTED - POSITION CHECK FAILED
ORDER_3648,REJECTED - POSITION CHECK FAILED
ORDER_4218,REJECTED - POSITION CHECK FAILED
ORDER_6218,REJECTED - POSITION CHECK FAILED
ORDER_6648,REJECTED - POSITION CHECK FAILED
ORDER_7648,REJECTED - POSITION CHECK FAILED
ORDER_8218,REJECTED - POSITION CHECK FAILED
ORDER_9648,REJECTED - POSITION CHECK FAILED
ORDER_10218,REJECTED - POSITION CHECK FAILED
ORDER_10648,REJECTED - POSITION CHECK FAILED
ORDER_1649,REJECTED - POSITION CHECK FAILED
ORDER_2219,REJECTED - POSITION CHECK FAILED
ORDER_2649,REJECTED - POSITION CHECK FAILED
ORDER_3649,REJECTED - POSITION CHECK FAILED
ORDER_4219,REJECTED - POSITION CHECK FAILED
ORDER_9649,REJECTED - POSITION CHECK FAILED
ORDER_10219,REJECTED - POSITION CHECK FAILED
ORDER_10649,REJECTED - POSITION CHECK FAILED
ORDER_1650,REJECTED - INVLALID LOT SIZE
ORDER_2220,REJECTED - POSITION CHECK FAILED
ORDER_2650,REJECTED - INVLALID LOT SIZE
ORDER_3650,REJECTED - INVLALID LOT SIZE
ORDER_4650,REJECTED - INVLALID LOT SIZE
ORDER_5220,REJECTED - POSITION CHECK FAILED
ORDER_5650,REJECTED - INVLALID LOT SIZE
ORDER_6220,REJECTED - POSITION CHECK FAILED
ORDER_6650,REJECTED - INVLALID LOT SIZE
ORDER_7650,REJECTED - INVLALID LOT SIZE
ORDER_8650,REJECTED - INVLALID LOT SIZE
ORDER_9650,REJECTED - INVLALID LOT SIZE
ORDER_10220,REJECTED - POSITION CHECK FAILED
ORDER_10650,REJECTED - INVLALID LOT SIZE
ORDER_1651,REJECTED - POSITION CHECK FAILED
ORDER_2221,REJECTED - POSITION CHECK FAILED
ORDER_4651,REJECTED - POSITION CHECK FAILED
ORDER_6221,REJECTED - POSITION CHECK FAILED
ORDER_7651,REJECTED - POSITION CHECK FAILED
ORDER_8221,REJECTED - POSITION CHECK FAILED
ORDER_9651,REJECTED - POSITION CHECK FAILED
ORDER_10221,REJECTED - POSITION CHECK FAILED
ORDER_1222,REJECTED - POSITION CHECK FAILED
ORDER_2222,REJECTED - POSITION CHECK FAILED
ORDER_2652,REJECTED - POSITION CHECK FAILED
ORDER_5222,REJECTED - POSITION CHECK FAILED
ORDER_6222,REJECTED - POSITION CHECK FAILED
ORDER_6652,REJECTED - POSITION CHECK FAILED
ORDER_8652,REJECTED - POSITION CHECK FAILED
ORDER_1223,REJECTED - POSITION CHECK FAILED
ORDER_1653,REJECTED - POSITION CHECK FAILED
ORDER_3223,REJECTED - POSITION CHECK FAILED
ORDER_3653,REJECTED - POSITION CHECK FAILED
ORDER_4653,REJECTED - POSITION CHECK FAILED
ORDER_5223,REJECTED - POSITION CHECK FAILED
ORDER_7653,REJECTED - POSITION CHECK FAILED
ORDER_10653,REJECTED - POSITION CHECK FAILED
ORDER_1654,REJECTED - POSITION CHECK FAILED
ORDER_4224,REJECTED - POSITION CHECK FAILED
ORDER_7654,REJECTED - POSITION CHECK FAILED
ORDER_8224,REJECTED - POSITION CHECK FAILED
ORDER_8654,REJECTED - POSITION CHECK FAILED
ORDER_9224,REJECTED - POSITION CHECK FAILED
ORDER_9654,REJECTED - POSITION CHECK FAILED
ORDER_10654,REJECTED - POSITION CHECK FAILED
ORDER_1225,REJECTED - INVLALID LOT SIZE
ORDER_2225,REJECTED - INVLALID LOT SIZE
ORDER_3225,REJECTED - INVLALID LOT SIZE
ORDER_3655,REJECTED - POSITION CHECK FAILED
ORDER_4225,REJECTED - INVLALID LOT SIZE
ORDER_4655,REJECTED - POSITION CHECK FAILED
ORDER_5225,REJECTED - INVLALID LOT SIZE
ORDER_5655,REJECTED - POSITION CHECK FAILED
ORDER_6225,REJECTED - INVLALID LOT SIZE
ORDER_7225,REJECTED - INVLALID LOT SIZE
ORDER_8225,REJECTED - INVLALID LOT SIZE
ORDER_9225,REJECTED - INVLALID LOT SIZE
ORDER_10225,REJECTED - INVLALID LOT SIZE
ORDER_1656,REJECTED - POSITION CHECK FAILED
ORDER_4226,REJECTED - POSITION CHECK FAILED
ORDER_6226,REJECTED - POSITION CHECK FAILED
ORDER_7656,REJECTED - POSITION CHECK FAILED
ORDER_8226,REJECTED - POSITION CHECK FAILED
ORDER_8656,REJECTED - POSITION CHECK FAILED
ORDER_9226,REJECTED - POSITION CHECK FAILED
ORDER_1227,REJECTED - POSITION CHECK FAILED
ORDER_6227,REJECTED - POSITION CHECK FAILED
ORDER_6657,REJECTED - POSITION CHECK FAILED
ORDER_7227,REJECTED - POSITION CHECK FAILED
ORDER_8657,REJECTED - POSITION CHECK FAILED
ORDER_9227,REJECTED - POSITION CHECK FAILED
ORDER_9657,REJECTED - POSITION CHECK FAILED
ORDER_10227,REJECTED - POSITION CHECK FAILED
ORDER_2228,REJECTED - POSITION CHECK FAILED
ORDER_2658,REJECTED - POSITION CHECK FAILED
ORDER_3228,REJECTED - POSITION CHECK FAILED
ORDER_4228,REJECTED - POSITION CHECK FAILED
ORDER_4658,REJECTED - POSITION CHECK FAILED
ORDER_5658,REJECTED - POSITION CHECK FAILED
ORDER_6228,REJECTED - POSITION CHECK FAILED
ORDER_8228,REJECTED - POSITION CHECK FAILED
ORDER_9228,REJECTED - POSITION CHECK FAILED
ORDER_10658,REJECTED - POSITION CHECK FAILED
ORDER_1659,REJECTED - POSITION CHECK FAILED
ORDER_2229,REJECTED - POSITION CHECK FAILED
ORDER_3659,REJECTED - POSITION CHECK FAILED
ORDER_4659,REJECTED - POSITION CHECK FAILED
ORDER_6229,REJECTED - POSITION CHECK FAILED
ORDER_6659,REJECTED - POSITION CHECK FAILED
ORDER_9229,REJECTED - POSITION CHECK FAILED
ORDER_9659,REJECTED - POSITION CHECK FAILED
ORDER_10229,REJECTED - POSITION CHECK FAILED
ORDER_1660,REJECTED - POSITION CHECK FAILED
ORDER_2660,REJECTED - POSITION CHECK FAILED
ORDER_3660,REJECTED - POSITION CHECK FAILED
ORDER_4230,REJECTED - POSITION CHECK FAILED
ORDER_4660,REJECTED - POSITION CHECK FAILED
ORDER_5230,REJECTED - POSITION CHECK FAILED
ORDER_5660,REJECTED - POSITION CHECK FAILED
ORDER_6660,REJECTED - POSITION CHECK FAILED
ORDER_8230,REJECTED - POSITION CHECK FAILED
ORDER_8660,REJECTED - POSITION CHECK FAILED
ORDER_9660,REJECTED - POSITION CHECK FAILED
ORDER_10230,REJECTED - POSITION CHECK FAILED
ORDER_10660,REJECTED - POSITION CHECK FAILED
ORDER_1231,REJECTED - POSITION CHECK FAILED
ORDER_1661,REJECTED - POSITION CHECK FAILED
ORDER_4231,REJECTED - POSITION CHECK FAILED
ORDER_5231,REJECTED - POSITION CHECK FAILED
ORDER_5661,REJECTED - POSITION CHECK FAILED
ORDER_7231,REJECTED - POSITION CHECK FAILED
ORDER_8231,REJECTED - POSITION CHECK FAILED
ORDER_8661,REJECTED - POSITION CHECK FAILED
ORDER_9231,REJECTED - POSITION CHECK FAILED
ORDER_10231,REJECTED - POSITION CHECK FAILED
ORDER_3662,REJECTED - POSITION CHECK FAILED
ORDER_6232,REJECTED - POSITION CHECK FAILED
ORDER_7232,REJECTED - POSITION CHECK FAILED
ORDER_9232,REJECTED - POSITION CHECK FAILED
ORDER_10662,REJECTED - POSITION CHECK FAILED
ORDER_2663,REJECTED - POSITION CHECK FAILED
ORDER_3663,REJECTED - POSITION CHECK FAILED
ORDER_4233,REJECTED - POSITION CHECK FAILED
ORDER_5663,REJECTED - POSITION CHECK FAILED
ORDER_6663,REJECTED - POSITION CHECK FAILED
ORDER_7663,REJECTED - POSITION CHECK FAILED
ORDER_8663,REJECTED - POSITION CHECK FAILED
ORDER_9233,REJECTED - POSITION CHECK FAILED
ORDER_9663,REJECTED - POSITION CHECK FAILED
ORDER_1664,REJECTED - POSITION CHECK FAILED
ORDER_2664,REJECTED - POSITION CHECK FAILED
ORDER_4234,REJECTED - POSITION CHECK FAILED
ORDER_4664,REJECTED - POSITION CHECK FAILED
ORDER_6234,REJECTED - POSITION CHECK FAILED
ORDER_7664,REJECTED - POSITION CHECK FAILED
ORDER_8664,REJECTED - POSITION CHECK FAILED
ORDER_9234,REJECTED - POSITION CHECK FAILED
ORDER_9664,REJECTED - POSITION CHECK FAILED
ORDER_10234,REJECTED - POSITION CHECK FAILED
ORDER_4235,REJECTED - POSITION CHECK FAILED
ORDER_5235,REJECTED - POSITION CHECK FAILED
ORDER_2236,REJECTED - POSITION CHECK FAILED
ORDER_4236,REJECTED - POSITION CHECK FAILED
ORDER_6236,REJECTED - POSITION CHECK FAILED
ORDER_7236,REJECTED - POSITION CHECK FAILED
ORDER_9666,REJECTED - POSITION CHECK FAILED
ORDER_10666,REJECTED - POSITION CHECK FAILED
ORDER_1667,REJECTED - POSITION CHECK FAILED
ORDER_3667,REJECTED - POSITION CHECK FAILED
ORDER_6237,REJECTED - POSITION CHECK FAILED
ORDER_6667,REJECTED - POSITION CHECK FAILED
ORDER_8667,REJECTED - POSITION CHECK FAILED
ORDER_9237,REJECTED - POSITION CHECK FAILED
ORDER_9667,REJECTED - POSITION CHECK FAILED
ORDER_2238,REJECTED - POSITION CHECK FAILED
ORDER_2668,REJECTED - POSITION CHECK FAILED
ORDER_8238,REJECTED - POSITION CHECK FAILED
ORDER_9238,REJECTED - POSITION CHECK FAILED
ORDER_10238,REJECTED - POSITION CHECK FAILED
ORDER_1239,REJECTED - POSITION CHECK FAILED
ORDER_1669,REJECTED - POSITION CHECK FAILED
ORDER_3239,REJECTED - POSITION CHECK FAILED
ORDER_3669,REJECTED - POSITION CHECK FAILED
ORDER_4239,REJECTED - POSITION CHECK FAILED
ORDER_4669,REJECTED - POSITION CHECK FAILED
ORDER_6239,REJECTED - POSITION CHECK FAILED
ORDER_7239,REJECTED - POSITION CHECK FAILED
ORDER_7669,REJECTED - POSITION CHECK FAILED
ORDER_8669,REJECTED - POSITION CHECK FAILED
ORDER_9239,REJECTED - POSITION CHECK FAILED
ORDER_10669,REJECTED - POSITION CHECK FAILED
ORDER_1240,REJECTED - POSITION CHECK FAILED
ORDER_2240,REJECTED - POSITION CHECK FAILED
ORDER_3240,REJECTED - POSITION CHECK FAILED
ORDER_4240,REJECTED - POSITION CHECK FAILED
ORDER_4670,REJECTED - POSITION CHECK FAILED
ORDER_6240,REJECTED - POSITION CHECK FAILED
ORDER_7240,REJECTED - POSITION CHECK FAILED
ORDER_8240,REJECTED - POSITION CHECK FAILED
ORDER_9240,REJECTED - POSITION CHECK FAILED
ORDER_9670,REJECTED - POSITION CHECK FAILED
ORDER_10240,REJECTED - POSITION CHECK FAILED
ORDER_1671,REJECTED - POSITION CHECK FAILED
ORDER_4241,REJECTED - POSITION CHECK FAILED
ORDER_4671,REJECTED - POSITION CHECK FAILED
ORDER_5241,REJECTED - POSITION CHECK FAILED
ORDER_5671,REJECTED - POSITION CHECK FAILED
ORDER_6671,REJECTED - POSITION CHECK FAILED
ORDER_8241,REJECTED - POSITION CHECK FAILED
ORDER_9241,REJECTED - POSITION CHECK FAILED
ORDER_1242,REJECTED - POSITION CHECK FAILED
ORDER_1672,REJECTED - POSITION CHECK FAILED
ORDER_4242,REJECTED - POSITION CHECK FAILED
ORDER_6242,REJECTED - POSITION CHECK FAILED
ORDER_8672,REJECTED - POSITION CHECK FAILED
ORDER_1243,REJECTED - POSITION CHECK FAILED
ORDER_1673,REJECTED - POSITION CHECK FAILED
ORDER_2243,REJECTED - POSITION CHECK FAILED
ORDER_3243,REJECTED - POSITION CHECK FAILED
ORDER_4243,REJECTED - POSITION CHECK FAILED
ORDER_5673,REJECTED - POSITION CHECK FAILED
ORDER_7673,REJECTED - POSITION CHECK FAILED
ORDER_8673,REJECTED - POSITION CHECK FAILED
ORDER_10243,REJECTED - POSITION CHECK FAILED
ORDER_10673,REJECTED - POSITION CHECK FAILED
ORDER_1674,REJECTED - POSITION CHECK FAILED
ORDER_4674,REJECTED - POSITION CHECK FAILED
ORDER_6244,REJECTED - POSITION CHECK FAILED
ORDER_7244,REJECTED - POSITION CHECK FAILED
ORDER_9674,REJECTED - POSITION CHECK FAILED
ORDER_1675,REJECTED - INVLALID LOT SIZE
ORDER_2675,REJECTED - INVLALID LOT SIZE
ORDER_3675,REJECTED - INVLALID LOT SIZE
ORDER_4675,REJECTED - INVLALID LOT SIZE
ORDER_5675,REJECTED - INVLALID LOT SIZE
ORDER_6675,REJECTED - INVLALID LOT SIZE
ORDER_7675,REJECTED - INVLALID LOT SIZE
ORDER_8675,REJECTED - INVLALID LOT SIZE
ORDER_9675,REJECTED - INVLALID LOT SIZE
ORDER_10675,REJECTED - INVLALID LOT SIZE
ORDER_2246,REJECTED - POSITION CHECK FAILED
ORDER_3246,REJECTED - POSITION CHECK FAILED
ORDER_3676,REJECTED - POSITION CHECK FAILED
ORDER_4246,REJECTED - POSITION CHECK FAILED
ORDER_4676,REJECTED - POSITION CHECK FAILED
ORDER_5246,REJECTED - POSITION CHECK FAILED
ORDER_5676,REJECTED - POSITION CHECK FAILED
ORDER_7246,REJECTED - POSITION CHECK FAILED
ORDER_9246,REJECTED - POSITION CHECK FAILED
ORDER_10246,REJECTED - POSITION CHECK FAILED
ORDER_10676,REJECTED - POSITION CHECK FAILED
ORDER_2247,REJECTED - POSITION CHECK FAILED
ORDER_3247,REJECTED - POSITION CHECK FAILED
ORDER_5247,REJECTED - POSITION CHECK FAILED
ORDER_7677,REJECTED - POSITION CHECK FAILED
